Value.number,Value.name,Value.CardFrame,Value.CardType,Value.Level,Value.Scale,Value.Attack,Value.Defense,Value.Attribute
15335853,Mecha Phantom Beast Sabre Hawk,effect,Machine,4,,2100,100,WIND
30811116,Mecha Phantom Beast Stealthray,effect,Machine,3,,100,2100,WIND
67922702,Mecha Phantom Beast Tetherwolf,effect,Machine,4,,1700,1200,WIND
904186,Mecha Phantom Beast Token,token,Machine,3,,0,0,WIND
76902476,Mecha Phantom Beast Turtletracer,effect,Machine,3,,500,2000,WIND
31480215,Mecha Phantom Beast Warbluran,effect,Machine,1,,300,300,WIND
40160226,Mecha Sea Dragon Plesion,effect,Machine,5,,2300,1800,WATER
94667532,Mecha-Dog Marron,effect,Machine,4,,1000,1000,LIGHT
94412545,Mechaleon,normal,Reptile,2,,800,600,WATER
22512237,Mechanical Hound,effect,Machine,7,,2800,1500,EARTH
34442949,Mechanical Snail,normal,Machine,3,,800,1000,DARK
7359741,Mechanicalchaser,normal,Machine,4,,1850,800,DARK
15914410,Mechquipped Angineer,xyz,Fairy,3,,1800,1000,LIGHT
76211194,Meda Bat,normal,Fiend,2,,800,400,DARK
84206435,Medallion of the Ice Barrier,spell,Normal,,,,,
88494899,Medium of the Ice Barrier,effect,Spellcaster,7,,2200,1600,WATER
58843503,Medium Piece Golem,effect,Rock,4,,1600,0,EARTH
2694423,Medusa Worm,effect,Rock,2,,500,600,EARTH
18551923,"Medusa, Watcher of the Evil Eye",effect,Fiend,4,,1400,1600,DARK
46820049,Mefist the Infernal General,effect,Fiend,5,,1800,1700,DARK
96546575,Mega Fortress Whale,effect,Fish,7,,2550,2350,WATER
21817254,Mega Thunderball,normal,Thunder,2,,750,600,WIND
32062913,Mega Ton Magical Cannon,spell,Normal,,,,,
25726386,Megalith Aratron,ritual,Rock,8,,2000,3000,EARTH
99628747,Megalith Bethor,ritual,Rock,8,,1500,2600,EARTH
76209339,Megalith Emergence,trap,Continuous,,,,,
90444325,Megalith Hagith,ritual,Rock,4,,1300,2600,EARTH
36849933,Megalith Och,ritual,Rock,4,,1000,2700,EARTH
63056220,Megalith Ophiel,ritual,Rock,4,,1600,2500,EARTH
63233638,Megalith Phaleg,ritual,Rock,8,,2500,1200,EARTH
78990927,Megalith Phul,ritual,Rock,2,,500,2000,EARTH
84504242,Megalith Portal,spell,Field,,,,,
40204620,Megalith Promotion,trap,Continuous,,,,,
69003792,Megalith Unformed,spell,Quick-Play,,,,,
81823360,Megalosmasher X,normal,Dinosaur,4,,2000,0,WATER
22046459,Megamorph,spell,Equip,,,,,
71544954,Megarock Dragon,effect,Rock,7,,0,0,EARTH
44139064,Megaroid City,spell,Field,,,,,
7562372,Megasonic Eye,normal,Machine,5,,1500,1800,DARK
75390004,Megazowler,normal,Dinosaur,6,,1800,2000,EARTH
23032273,Megirus Light,normal,Fiend,3,,900,600,DARK
83035296,Megistric Maginician,effect,Spellcaster,1,,0,2000,FIRE
47731128,"Mei-Kou, Master of Barriers",effect,Spellcaster,4,,1700,600,LIGHT
11825276,Meizen the Battle Ninja,fusion,Warrior,6,,2500,1500,DARK
93715853,Mekanikal Arkfiend,effect,Fiend,4,,100,2100,DARK
84754430,Mekk-Knight Avram,normal,Psychic,4,,2000,0,LIGHT
20537097,Mekk-Knight Blue Sky,effect,Psychic,5,,2000,2500,LIGHT
21887175,Mekk-Knight Crusadia Avramax,link,Cyberse,4,,3000,,LIGHT
66022706,Mekk-Knight Green Horizon,effect,Psychic,6,,2100,1600,LIGHT
92204263,Mekk-Knight Indigo Eclipse,effect,Psychic,8,,2400,2400,LIGHT
72006609,Mekk-Knight of the Morning Star,link,Machine,2,,2000,,LIGHT
93020401,Mekk-Knight Orange Sunset,effect,Psychic,6,,800,3000,LIGHT
28692962,Mekk-Knight Purple Nightfall,effect,Psychic,8,,2500,2000,LIGHT
56809158,Mekk-Knight Red Moon,effect,Psychic,7,,2300,2600,LIGHT
38502358,Mekk-Knight Spectrum Supreme,link,Cyberse,3,,3000,,LIGHT
29415459,Mekk-Knight Yellow Star,effect,Psychic,7,,2200,2800,LIGHT
3715284,Meklord Army Deployer Obbligato,effect,Machine,4,,1200,1800,LIGHT
2137678,Meklord Army of Granel,effect,Machine,4,,1600,1200,EARTH
75733063,Meklord Army of Skiel,effect,Machine,4,,1200,1000,WIND
39648965,Meklord Army of Wisel,effect,Machine,4,,1800,0,DARK
39109382,Meklord Assembly,spell,Continuous,,,,,
38522377,Meklord Astro Dragon Asterisk,effect,Machine,10,,0,0,DARK
4837861,Meklord Astro Dragon Triskelion,effect,Machine,10,,3000,0,DARK
63468625,Meklord Astro Mekanikle,effect,Machine,12,,4000,4000,LIGHT
2992036,Meklord Astro the Eradicator,trap,Normal,,,,,
66594927,Meklord Deflection,spell,Quick-Play,,,,,
4545683,Meklord Emperor Granel,effect,Machine,1,,0,0,EARTH
31930787,Meklord Emperor Skiel,effect,Machine,1,,2200,2200,WIND
68140974,Meklord Emperor Wisel,effect,Machine,1,,2500,2500,DARK
30221870,Meklord Emperor Wisel - Synchro Absorption,effect,Machine,1,,2500,2500,DARK
77864539,Meklord Factory,trap,Normal,,,,,
67328336,Meklord Fortress,spell,Field,,,,,
77710579,Meklord Nucleus Infinity Core,effect,Machine,1,,0,0,DARK
41475424,Mektimed Blast,trap,Normal,,,,,
86569121,Melchid the Four-Face Beast,normal,Fiend,4,,1500,1200,DARK
93018428,Melffy Catty,effect,Beast,2,,200,200,EARTH
57523313,Melffy Fenny,effect,Beast,2,,100,300,EARTH
63644830,Melffy Hide-and-Seek,spell,Continuous,,,,,
76833149,Melffy Mommy,xyz,Beast,2,,1000,1000,EARTH
30439101,Melffy of the Forest,xyz,Beast,2,,500,2000,EARTH
34800281,Melffy Pinny,effect,Beast,2,,300,100,WATER
82134632,Melffy Playhouse,trap,Normal,,,,,
56401775,Melffy Pony,effect,Beast,2,,400,0,EARTH
20003027,Melffy Puppy,effect,Beast,2,,300,100,EARTH
20129614,Melffy Rabby,normal,Beast,2,,0,2100,EARTH
76981308,Melffy Staring Contest,spell,Continuous,,,,,
37256135,Melffy Tag,spell,Quick-Play,,,,,
98416533,Melffy Wally,effect,Beast,2,,0,400,EARTH
64245689,Meliae of the Trees,xyz,Plant,3,,1700,900,EARTH
31458630,Melodious Concerto,spell,Normal,,,,,
63804637,Melodious Illusion,trap,Normal,,,,,
88942504,Melomelody the Brass Djinn,xyz,Fiend,3,,1400,1600,LIGHT
49905576,"Meltiel, Sage of the Sky",effect,Fairy,4,,1600,1200,LIGHT
23288411,Mementoal Tecuhtlica - Combined Creation,effect,Wyrm,11,,5000,5000,EARTH
43338320,Mementomictlan,spell,Field,,,,,
14529511,Mementomictlan Tecuhtlica - Combined Conqueror,fusion,Illusion,9,,3000,2000,EARTH
54550967,Mementotlan Angwitch,effect,Spellcaster,3,,800,1000,DARK
16227633,Mementotlan Bone Back,spell,Quick-Play,,,,,
80722024,Mementotlan Bone Party,spell,Quick-Play,,,,,
79600447,Mementotlan Cranium Burst,trap,Continuous,,,,,
18165869,Mementotlan Dark Blade,effect,Warrior,4,,1800,1500,DARK
43215738,Mementotlan Fracture Dance,trap,Normal,,,,,
66518509,Mementotlan Fusion,spell,Quick-Play,,,,,
52918032,Mementotlan Ghattic,effect,Fiend,2,,550,400,DARK
17943271,Mementotlan Goblin,effect,Fiend,1,,400,400,DARK
81945676,Mementotlan Mace,effect,Fairy,1,,400,300,LIGHT
50042011,Mementotlan Mystical Sheep,effect,Beast,3,,800,1000,EARTH
81677154,Mementotlan Tatsunootoshigo,effect,Beast,5,,1350,1600,EARTH
19181420,Mementotlan Twin Dragon,fusion,Thunder,7,,2800,2100,LIGHT
55272555,Mementotlan-Horned Dragon,effect,Dragon,8,,2850,2350,DARK
84731222,Memories of Hope,spell,Normal,,,,,
75675029,Memory Crush King,effect,Fiend,5,,2000,0,DARK
48700891,Memory Crusher,effect,Fiend,3,,1000,600,DARK
71098407,Memory Loss,trap,Normal,,,,,
60080151,Memory of an Adversary,trap,Normal,,,,,
84079032,Menkoumori,effect,Winged Beast,1,,0,0,EARTH
36565699,Mental Seeker,effect,Psychic,3,,800,600,EARTH
30291086,Mental Tuner,effect,Psychic,3,,200,2100,LIGHT
53832650,Meotoko,normal,Beast,2,,700,600,EARTH
34198387,Meowseclick,effect,Cyberse,4,,1400,1100,EARTH
64442155,Merciful Machine Angel,spell,Normal,,,,,
9940036,Mereologic Aggregator,xyz,Cyberse,9,,2600,3000,DARK
3580032,Merlin,effect,Spellcaster,3,,1400,500,DARK
4252828,Mermaid Archer,effect,Sea Serpent,3,,1200,200,WATER
24435369,Mermaid Knight,effect,Aqua,4,,1500,700,WATER
87047161,Mermaid Shark,effect,Fish,1,,100,300,WATER
23545031,Mermail Abyssalacia,link,Sea Serpent,2,,1600,,WATER
75180828,Mermail Abyssbalaen,effect,Aqua,7,,2500,2000,WATER
74298287,Mermail Abyssdine,effect,Aqua,3,,1000,200,WATER
74371660,Mermail Abyssgaios,xyz,Aqua,7,,2800,1600,WATER
69293721,Mermail Abyssgunde,effect,Aqua,3,,1400,800,WATER
96682430,Mermail Abysshilde,effect,Aqua,3,,1300,400,WATER
37781520,Mermail Abyssleed,effect,Sea Serpent,7,,2700,1000,WATER
23899727,Mermail Abysslinde,effect,Aqua,3,,1500,1200,WATER
95466842,Mermail Abysslung,effect,Fish,4,,1200,1800,WATER
21767650,Mermail Abyssmander,effect,Fish,4,,100,2000,WATER
21954587,Mermail Abyssmegalo,effect,Sea Serpent,7,,2400,1900,WATER
71133680,Mermail Abyssnerei,effect,Aqua,3,,1200,2000,WATER
282886,Mermail Abyssnose,effect,Fish,4,,1500,1500,WATER
28577986,Mermail Abyssocea,effect,Aqua,3,,1100,1900,WATER
58471134,Mermail Abysspike,effect,Fish,4,,1600,800,WATER
22446869,Mermail Abyssteus,effect,Aqua,7,,1700,2400,WATER
59170782,Mermail Abysstrite,xyz,Sea Serpent,3,,1600,2800,WATER
22076135,Mermail Abyssturge,effect,Fish,4,,1700,1100,WATER
81019803,Merry Melffys,synchro,Beast,4,,1500,1000,EARTH
48642904,Mesmeric Control,spell,Normal,,,,,
97433739,Message in a Bottle,spell,Normal,,,,,
44656491,Messenger of Peace,spell,Continuous,,,,,
49808196,Metabo Globster,effect,Fiend,3,,800,300,DARK
49808197,Metabo Token,token,Fiend,1,,0,0,DARK
37792478,Metabo-Shark,effect,Fish,4,,1800,500,WATER
74530899,"Metaion, the Timelord",effect,Fairy,10,,0,0,FIRE
65957473,Metal Armored Bug,normal,Insect,8,,2800,1500,EARTH
75646520,Metal Detector,trap,Normal,,,,,
9293977,Metal Dragon,fusion,Machine,6,,1850,1700,WIND
24874631,Metal Fiend Token,token,Fiend,1,,0,0,DARK
55998462,Metal Fish,normal,Machine,5,,1600,1900,WATER
68339286,Metal Guardian,normal,Fiend,5,,1150,2150,DARK
26905245,Metal Reflect Slime,trap,Continuous,,,,,
7200041,Metal Shooter,effect,Machine,5,,800,800,LIGHT
81612598,Metalfoes Adamante,fusion,Psychic,5,,2500,2500,FIRE
69711728,Metalfoes Combination,trap,Continuous,,,,,
33327029,Metalfoes Counter,trap,Normal,,,,,
54401832,Metalfoes Crimsonite,fusion,Psychic,9,,3000,3000,FIRE
73594093,Metalfoes Fusion,spell,Normal,,,,,
33256280,Metalfoes Goldriver,normal_pendulum,Psychic,4,1,1900,500,FIRE
4688231,Metalfoes Mithrilium,fusion,Psychic,6,,2600,1000,FIRE
28016193,Metalfoes Orichalc,fusion,Psychic,8,,2800,2200,FIRE
7868571,Metalfoes Silverd,normal_pendulum,Psychic,3,1,1700,100,FIRE
60473572,Metalfoes Steelen,normal_pendulum,Psychic,2,8,0,2100,FIRE
56518311,Metalfoes Vanisher,effect_pendulum,Psychic,9,1,2900,1900,FIRE
69351984,Metalfoes Volflame,normal_pendulum,Psychic,7,8,2400,2000,FIRE
42237854,Metalhold the Moving Blockade,trap,Continuous,,,,,
7369217,Metallizing Parasite - Lunatite,effect,Aqua,7,,1000,500,WATER
87564935,Metallizing Parasite - Soltite,effect,Aqua,7,,1000,500,WATER
68540059,Metalmorph,trap,Normal,,,,,
32472237,Metalrokket Dragon,effect,Dragon,4,,1700,1400,DARK
33114323,Metalsilver Armor,spell,Equip,,,,,
57761191,"Metaltron XII, the True Dracombatant",effect,Wyrm,9,,3000,3000,LIGHT
64664373,Metaltronus,spell,Quick-Play,,,,,
50705071,Metalzoa,effect,Machine,8,,3000,2300,DARK
46500985,Metamorformation,spell,Field,,,,,
43959432,Metamorphortress,trap,Continuous,,,,,
41456841,Metamorphosed Insect Queen,effect,Insect,7,,2800,2400,EARTH
46411259,Metamorphosis,spell,Normal,,,,,
89189982,Metaphys Armed Dragon,normal,Wyrm,7,,2800,1000,LIGHT
54199839,Metaphys Ascension,trap,Normal,,,,,
45960523,Metaphys Daedalus,effect,Wyrm,7,,2600,1500,LIGHT
12196873,Metaphys Decoy Dragon,effect_pendulum,Wyrm,2,1,300,200,LIGHT
52714670,Metaphys Dimension,trap,Continuous,,,,,
45148985,Metaphys Executor,effect,Wyrm,10,,3000,2500,LIGHT
20720928,Metaphys Factor,spell,Field,,,,,
36898537,Metaphys Horus,synchro,Wyrm,6,,2300,1600,LIGHT
72355272,Metaphys Nephthys,effect,Wyrm,8,,2400,1600,LIGHT
19476824,Metaphys Ragnarok,effect,Wyrm,4,,1500,1000,LIGHT
18743376,Metaphys Tyrant Dragon,effect,Wyrm,8,,2900,2500,LIGHT
89208725,Metaverse,trap,Normal,,,,,
501000001,Meteo the Matchless,effect,Beast-Warrior,8,,2400,2000,DARK
24166324,Meteoaurora Drytron,trap,Continuous,,,,,
22398665,Meteonis Drytron,spell,Ritual,,,,,
30086349,Meteor Black Comet Dragon,fusion,Dragon,8,,3500,2000,DARK
90660762,Meteor Black Dragon,fusion,Dragon,8,,3500,2000,FIRE
64271667,Meteor Dragon,normal,Dragon,6,,1800,2000,EARTH
17871506,Meteor Dragon Red-Eyes Impact,effect,Dragon,6,,1800,2000,DARK
56856951,Meteor Flare,trap,Normal,,,,,
33767325,Meteor of Destruction,spell,Normal,,,,,
99748883,Meteor Rush - Monochroid,effect,Machine,10,,0,0,EARTH
64274292,Meteorain,trap,Normal,,,,,
26638543,Metrognome,effect_pendulum,Fairy,4,4,1800,1600,EARTH
92826944,Mezuki,effect,Zombie,4,,1700,800,EARTH
4779823,"Michael, the Arch-Lightsworn",synchro,Dragon,7,,2600,2000,LIGHT
7733560,"Michion, the Timelord",effect,Fairy,10,,0,0,FIRE
37580756,Michizure,trap,Normal,,,,,
2347477,Micro Coder,effect,Cyberse,1,,300,0,DARK
18190572,Micro Ray,trap,Normal,,,,,
75487237,Mid Shield Gardna,effect,Warrior,4,,100,1800,EARTH
300302036,Middle Age Mechs (Skill Card),skill,Dr. Vellian C,,,,,
83678433,Midnight Fiend,normal,Fiend,2,,800,600,DARK
81743801,Mighty Dino King Rex,effect,Dinosaur,9,,3200,1200,EARTH
62327910,Mighty Guard,normal,Machine,4,,500,1200,EARTH
53981499,Mighty Warrior,synchro,Warrior,6,,2200,2000,EARTH
57736667,Mikanko Dance - Mayowashidori,spell,Equip,,,,,
80044027,Mikanko Fire Dance,spell,Equip,,,,,
16310544,Mikanko Kagura,spell,Ritual,,,,,
42705243,Mikanko Promise,trap,Normal,,,,,
16433136,Mikanko Purification Dance,spell,Equip,,,,,
79912449,Mikanko Reflection Rondo,spell,Equip,,,,,
78199891,Mikanko Rivalry,trap,Normal,,,,,
53174748,Mikanko Spiritwalk,trap,Normal,,,,,
43527730,Mikanko Water Arabesque,spell,Equip,,,,,
38277918,Mikazukinoyaiba,normal,Dragon,7,,2200,2350,DARK
85753549,"Mikazukinoyaiba, the Moon Fang Dragon",effect,Dragon,7,,2200,2350,DARK
47558785,Mild Turkey,normal_pendulum,Winged Beast,4,7,1000,2000,FIRE
33225925,Milla the Temporal Magician,effect,Spellcaster,4,,1800,1000,LIGHT
37613663,Millennium Ankh,spell,Normal,,,,,
300201009,Millennium Eye (Skill Card),skill,Pegasus,,,,,
63947968,Millennium Fiend Reflection,effect,Illusion,4,,1300,1400,WIND
47986555,Millennium Golem,normal,Rock,6,,2000,2200,EARTH
300201006,Millennium Necklace (Skill Card),skill,Ishizu,,,,,
41044418,Millennium Revelation,spell,Continuous,,,,,
82482194,Millennium Scorpion,effect,Insect,5,,2000,1800,EARTH
5130393,Millennium Seeker,effect,Spellcaster,4,,1000,1000,DARK
32012841,Millennium Shield,normal,Warrior,5,,0,3000,EARTH
89785779,Millennium-Eyes Illusionist,effect,Spellcaster,2,,0,1400,DARK
41578483,Millennium-Eyes Restrict,fusion,Spellcaster,1,,0,0,DARK
37552929,Millenniumoon Maiden,effect,Illusion,4,,1500,1300,LIGHT
23746827,Million-Century Ice Prison,spell,Quick-Play,,,,,
7489323,Milus Radiant,effect,Beast,1,,300,250,EARTH
10632284,Mimesis Elephant,trap,Normal,,,,,
88032456,Mimicat,spell,Normal,,,,,
72427512,Mimicking Man-Eater Bug,effect,Insect,4,,450,600,EARTH
5972394,Mimiclay,spell,Normal,,,,,
74879881,Mimikuril,effect,Fiend,3,,0,0,DARK
45651298,Mimimic,effect,Machine,3,,300,300,EARTH
76348260,Mimir of the Nordic Ascendant,effect,Fairy,2,,600,0,DARK
61845881,Minairuka,effect,Fish,4,,1500,500,WATER
32539892,Minar,effect,Insect,3,,850,750,EARTH
37520316,Mind Control,spell,Normal,,,,,
15800838,Mind Crush,trap,Normal,,,,,
68937720,Mind Drain,trap,Continuous,,,,,
75392615,Mind Haxorz,trap,Normal,,,,,
96782886,Mind Master,effect,Psychic,1,,100,200,LIGHT
66690411,Mind on Air,effect,Spellcaster,6,,1000,1600,DARK
59718521,Mind Over Matter,trap,Counter,,,,,
69257165,Mind Pollutant,spell,Normal,,,,,
85060248,Mind Protector,effect,Psychic,3,,0,2200,LIGHT
300201008,Mind Scan (Skill Card),skill,Pegasus,,,,,
38680149,Mind Trust,spell,Normal,,,,,
52817046,Mind Wipe,spell,Quick-Play,,,,,
76321376,Mine Golem,effect,Rock,3,,1000,1900,EARTH
94079037,Mine Mole,effect,Beast,3,,1000,1200,EARTH
85519211,Minefield Eruption,trap,Normal,,,,,
24419823,Minefieldriller,effect,Machine,4,,1500,1500,EARTH
40164421,"Minerva, Lightsworn Maiden",effect,Spellcaster,3,,800,200,LIGHT
53666449,"Minerva, Scholar of the Sky",effect,Fairy,4,,1700,400,LIGHT
18843291,"Minerva, the Athenian Lightsworn",synchro,Fairy,8,,2800,1800,LIGHT
30100551,"Minerva, the Exalted Lightsworn",xyz,Fairy,4,,2000,800,LIGHT
54537490,Mini Mare Mare Token,token,Wyrm,1,,300,200,WATER
99004752,Mini-Guts,spell,Normal,,,,,
34815282,Miniaturize,trap,Continuous,,,,,
73341839,Miniborrel Dragon,link,Dragon,2,,800,,DARK
43708640,Minoan Centaur,effect,Beast-Warrior,6,,1800,1000,EARTH
46864967,Minomushi Warrior,normal,Rock,4,,1300,1200,EARTH
1918087,Minor Goblin Official,trap,Continuous,,,,,
60181553,Mira the Star-Bearer,xyz,Warrior,1,,1100,1000,LIGHT
35255456,Miracle Contact,spell,Normal,,,,,
6343408,Miracle Dig,spell,Normal,,,,,
44887817,Miracle Fertilizer,spell,Continuous,,,,,
131182,Miracle Flipper,effect,Spellcaster,2,,300,500,LIGHT
45906428,Miracle Fusion,spell,Normal,,,,,
63259351,Miracle Jurassic Egg,effect,Dinosaur,4,,0,2000,EARTH
55985014,Miracle Kids,trap,Normal,,,,,
97168905,Miracle Locus,trap,Normal,,,,,
40456412,Miracle of the Supreme King,trap,Normal,,,,,
68334074,Miracle Restoring,trap,Normal,,,,,
44297127,Miracle Rupture,spell,Normal,,,,,
31461282,Miracle Stone,spell,Continuous,,,,,
36484016,Miracle Synchro Fusion,spell,Normal,,,,,
21636650,Miracle's Wake,trap,Normal,,,,,
80551130,Miraculous Descent,trap,Continuous,,,,,
37011715,Miraculous Rebirth,spell,Quick-Play,,,,,
15960641,Mirage Dragon,effect,Dragon,4,,1600,600,LIGHT
49217579,Mirage Knight,effect,Warrior,8,,2800,2000,LIGHT
52607696,Mirage Mirror Force,trap,Normal,,,,,
41482598,Mirage of Nightmare,spell,Continuous,,,,,
73936388,Mirage Swordsman,effect,Warrior,8,,2800,2000,FIRE
63442605,Mirage Token,token,Warrior,0,,0,0,LIGHT
48017809,Mirage Tube,spell,Quick-Play,,,,,
44201739,Mirah and Matchnoko,effect,Spellcaster,1,,0,0,FIRE
44095762,Mirror Force,trap,Normal,,,,,
84687358,Mirror Force Dragon,fusion,Dragon,8,,2800,1200,LIGHT
29649320,Mirror Force Launcher,trap,Continuous,,,,,
43452193,Mirror Gate,trap,Normal,,,,,
45358284,Mirror Ladybug,effect,Insect,1,,100,100,LIGHT
9396662,Mirror Magic Master of the Ice Barrier,effect,Aqua,2,,1000,400,WATER
67232306,Mirror Mail,trap,Normal,,,,,
46656406,Mirror of Oaths,trap,Normal,,,,,
10691144,Mirror of the Ice Barrier,spell,Quick-Play,,,,,
1200843,Mirror of Yata,spell,Equip,,,,,
40159926,Mirror Resonator,effect,Fiend,1,,0,0,LIGHT
28954097,Mirror Swordknight,effect,Illusion,4,,1900,300,LIGHT
22359980,Mirror Wall,trap,Continuous,,,,,
44146295,Mirrorjade the Iceblade Dragon,fusion,Wyrm,8,,3000,2500,DARK
33178416,Misairuzame,normal,Fish,5,,1400,1600,WATER
38572779,Miscellaneousaurus,effect,Dinosaur,4,,1800,1000,FIRE
164710,Mischief of the Gnomes,trap,Normal,,,,,
92182447,Mischief of the Time Goddess,spell,Quick-Play,,,,,
29795530,Mischief of the Yokai,trap,Normal,,,,,
1036974,Misfortune,spell,Normal,,,,,
28115467,MiSolfachord Eliteia,effect_pendulum,Fairy,3,6,1100,400,WATER
58392024,Mispolymerization,trap,Normal,,,,,
59829423,"Missing Burroughs, the Dark Ruler of the Highest Heaven",effect,Fiend,10,,3100,2900,LIGHT
12836042,Missing Force,effect,Warrior,4,,1500,1000,DARK
3987233,Missus Radiant,link,Beast,2,,1400,,EARTH
28601770,Mist Archfiend,effect,Fiend,5,,2400,0,DARK
15240238,Mist Bird Clausolas,synchro,Winged Beast,3,,0,2300,WIND
47529357,Mist Body,spell,Equip,,,,,
65549080,Mist Condor,effect,Winged Beast,4,,1400,400,WIND
29587993,Mist Valley Apex Avian,effect,Winged Beast,7,,2700,2000,WIND
14983497,Mist Valley Baby Roc,effect,Winged Beast,2,,400,600,WIND
41978142,Mist Valley Executor,effect,Thunder,5,,2100,1600,WIND
82199284,Mist Valley Falcon,effect,Winged Beast,4,,2000,1200,WIND
95443805,Mist Valley Shaman,effect,Winged Beast,3,,1200,1200,WIND
22837504,Mist Valley Soldier,effect,Winged Beast,4,,1700,300,WIND
89310929,Mist Valley Thunder Lord,synchro,Thunder,7,,2600,2400,WIND
69448290,Mist Valley Thunderbird,effect,Thunder,3,,1100,700,WIND
29054481,Mist Valley Watcher,normal,Spellcaster,4,,1500,1900,WIND
92933195,Mist Valley Windmaster,effect,Winged Beast,2,,400,800,WIND
27315304,Mist Wurm,synchro,Thunder,9,,2500,1500,WIND
59305593,Mistake,trap,Continuous,,,,,
89883517,Mistaken Accusation,spell,Quick-Play,,,,,
4227096,Mistaken Arrest,spell,Quick-Play,,,,,
65170459,Mistar Boy,link,Aqua,2,,1400,,WATER
22404675,Mithra the Thunder Vassal,effect,Thunder,2,,800,1000,LIGHT
67282505,Mitsu the Insect Ninja,effect,Insect,2,,200,2100,WATER
71340250,Mixeroid,effect,Machine,4,,0,2200,WIND
45159319,Moai Interceptor Cannons,effect,Rock,4,,1100,2000,EARTH
4929256,Mobius the Frost Monarch,effect,Aqua,6,,2400,1000,WATER
23689697,Mobius the Mega Monarch,effect,Aqua,8,,2800,1000,WATER
9861795,Mogmole,effect,Beast,2,,800,800,EARTH
66736715,"Moissa Knight, the Comet General",effect_pendulum,Warrior,1,11,100,100,LIGHT
75285069,Moisture Creature,effect,Fairy,9,,2800,2900,LIGHT
94878265,Moja,effect,Beast,1,,100,100,EARTH
27288416,Mokey Mokey,normal,Fairy,1,,300,100,LIGHT
99910751,Mokey Mokey Adrift,effect,Fairy,1,,300,100,LIGHT
13803864,Mokey Mokey King,fusion,Fairy,6,,300,100,LIGHT
1965724,Mokey Mokey Smackdown,spell,Continuous,,,,,
85401123,Mokomoko,effect,Illusion,1,,300,300,WATER
17192817,Molten Behemoth,normal,Pyro,5,,1000,2200,FIRE
72142276,Molten Conduction Field,spell,Normal,,,,,
19384334,Molten Destruction,spell,Field,,,,,
37436476,Molten Whirlwind Wall,trap,Continuous,,,,,
4732017,Molten Zombie,effect,Pyro,4,,1600,400,FIRE
95784434,Molting Escape,spell,Equip,,,,,
7225792,Mon Larvas,normal,Beast,4,,1300,1400,EARTH
3810071,Monk Fighter,effect,Rock,3,,1300,1000,EARTH
32519092,Monk of the Tenyi,link,Wyrm,1,,1000,,EARTH
56897896,Mono Synchron,effect,Machine,1,,0,0,DARK
58807980,Monoceros,effect,Beast,3,,1000,1000,LIGHT
23270035,Monster Assortment,trap,Normal,,,,,
